title, year, genre, duration, description
The Phantom of the Opera, 1925, horror, 93, "A mad, disfigured composer seeks love with a lovely young opera singer. ”
The Three Musketeers, 1921, adventure, 120, "The young Gascon D' Artagnanarrives in Paris, his heart set on joining the king' sMusketeers. He is ta ken under the wings of three of the mostrespected and feared Musketeers, Porthos, Aramis, and Athos .Together they fight to save France and the honor of a ladyfrom the machinations of the powerful Cardinal Richelieu. ”
Night of the Living Dead, 1968, horror, 96, "A ragtag group ofPennsylvanians barricade themselves in an old farmhouse toremain safe from a bloodthirsty, flesh—eating breed ofmonster s who are ravaging the East Coast of the UnitedStates . ”
